# pfam_scan.pl,  run at Fri Feb 12 16:24:40 2016
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jm14@sanger.ac.uk), John Tate (jt6@sanger.ac.uk), 
#          Rob Finn (rdf@sanger.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /home/wonjunetai/Documents/KimLab/pulse/output/preprocess/G41726.MCF7.5.bam/p_seq_isoforms.fas
#        searching against: /usr/local/bin/hmmer3/data/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

I."ENST00000498666";21_46323280_46323450-242=171=181        43     87     43     88 PF08725.6   Integrin_b_cyt    Domain     1    46    47     66.6   8.5e-19   1 No_clan  
I."ENST00000346541";20_32161780_32162067-310=288=144       331    397    331    397 PF08788.6   NHR2              Domain     1    67    67    125.3   4.7e-37   1 No_clan  
I."ENST00000346541";20_32161780_32162067-310=288=144       507    543    507    543 PF01753.13  zf-MYND           Family     1    37    37     31.7   9.9e-08   1 CL0175   
E."ENST00000535724";X_129290435_129290577-100=143=114      126    255    126    256 PF14721.1   AIF_C             Domain     1   132   133    201.4   5.4e-60   1 No_clan  
I."ENST00000534780";11_100962491_100962607-306=117=152       1    564      1    564 PF02161.10  Prog_receptor     Family     1   549   549    905.7  1.2e-272   1 No_clan  
I."ENST00000534780";11_100962491_100962607-306=117=152     566    633    565    634 PF00105.13  zf-C4             Domain     2    69    70     91.6   2.5e-26   1 No_clan  
I."ENST00000534780";11_100962491_100962607-306=117=152     702    785    697    800 PF00104.25  Hormone_recep     Domain     6    88   203     54.6   7.3e-15   1 No_clan  
E."ENST00000263463";11_100933178_100933483-145=306=117       1    564      1    564 PF02161.10  Prog_receptor     Family     1   549   549    905.5  1.3e-272   1 No_clan  
E."ENST00000263463";11_100933178_100933483-145=306=117     566    633    565    634 PF00105.13  zf-C4             Domain     2    69    70     91.6   2.7e-26   1 No_clan  
E."ENST00000263463";11_100933178_100933483-145=306=117     634    781    627    808 PF00104.25  Hormone_recep     Domain    40   189   203     66.1   2.2e-18   1 No_clan  
E."ENST00000309691";1_161680265_161680282-79=18=153         82    171     82    171 PF13895.1   Ig_2              Domain     1    80    80     34.8   1.2e-08   1 CL0011   
I."ENST00000528789";11_74419347_74419440-56=94=143          33     95     33     95 PF00093.13  VWC               Family     1    57    57     41.0   1.4e-10   1 CL0451   
I."ENST00000528789";11_74419347_74419440-56=94=143         111    174    111    174 PF00093.13  VWC               Family     1    57    57     35.9   5.7e-09   1 CL0451   
I."ENST00000534276";11_74424431_74424524-143=94=584         93    155     93    155 PF00093.13  VWC               Family     1    57    57     45.0     8e-12   1 CL0451   
I."ENST00000311946";5_156894057_156894113-240=57=91        115    412    114    414 PF05653.9   Mg_trans_NIPA     Family     2   298   300    403.6    4e-121   1 CL0184   
I."ENST00000381930";4_39077585_39077767-596=183=137        211    316    210    317 PF00651.26  BTB               Domain     2   110   111    101.4   2.6e-29   1 CL0033   
I."ENST00000381930";4_39077585_39077767-596=183=137        322    421    322    423 PF07707.10  BACK              Domain     1   100   103    112.4   7.5e-33   1 CL0033   
I."ENST00000381930";4_39077585_39077767-596=183=137        467    501    467    501 PF01344.20  Kelch_1           Repeat    12    47    47     24.5   1.4e-05   1 CL0186   
I."ENST00000381930";4_39077585_39077767-596=183=137        504    548    503    548 PF01344.20  Kelch_1           Repeat     2    47    47     61.2   4.8e-17   1 CL0186   
I."ENST00000381930";4_39077585_39077767-596=183=137        550    595    550    595 PF01344.20  Kelch_1           Repeat     1    47    47     40.3   1.6e-10   1 CL0186   
I."ENST00000381930";4_39077585_39077767-596=183=137        597    642    597    642 PF01344.20  Kelch_1           Repeat     1    47    47     52.4   2.6e-14   1 CL0186   
I."ENST00000381930";4_39077585_39077767-596=183=137        644    695    644    695 PF01344.20  Kelch_1           Repeat     1    47    47     41.3     8e-11   1 CL0186   
I."ENST00000381930";4_39077585_39077767-596=183=137        698    738    697    738 PF01344.20  Kelch_1           Repeat     2    43    47     48.0   6.2e-13   1 CL0186   
I."ENST00000523562";16_67201378_67201502-103=125=124        19    121     19    123 PF00447.12  HSF_DNA-bind      Family     1   101   104    115.0   1.5e-33   1 CL0123   
E."ENST00000521624";16_67201378_67201502-103=125=124        19    121     19    123 PF00447.12  HSF_DNA-bind      Family     1   101   104    115.0   1.5e-33   1 CL0123   
I."ENST00000451750";19_15789071_15789215-199=145=54         52    175     52    195 PF00067.17  p450              Domain     1   126   463     66.9   1.1e-18   1 No_clan  
I."ENST00000416254";12_54734331_54734399-43=69=82           12     56     12     71 PF01217.15  Clat_adaptor_s    Domain     1    45   142     37.7   1.5e-09   1 CL0212   
E."ENST00000565805";1_156206140_156206274-101=135=39        70    127     70    145 PF03980.9   Nnf1              Family     1    64   109     48.5   6.8e-13   1 No_clan  
E."ENST00000415576";18_23720009_23720073-216=65=127          5     27      5     27 PF10584.4   Proteasome_A_N    Domain     1    23    23     53.0   1.4e-14   1 No_clan  
E."ENST00000415576";18_23720009_23720073-216=65=127         28    213     28    213 PF00227.21  Proteasome        Domain     1   190   190    213.3   1.7e-63   1 CL0052   
I."ENST00000485117";1_47609434_47609588-125=155=107         52    299     51    304 PF00067.17  p450              Domain     2   249   463    142.0   1.9e-41   1 No_clan  
E."ENST00000490948";1_47609434_47609588-125=155=107         52    208     51    218 PF00067.17  p450              Domain     2   164   463     93.6   9.4e-27   1 No_clan  
E."ENST00000418617";7_94996674_94996800-201=127=166          1     58      1     58 PF01731.15  Arylesterase      Family    29    86    86     77.6     5e-22   1 CL0186   
I."ENST00000271064";1_32042735_32043059-61=325=64          203    453    203    456 PF00112.18  Peptidase_C1      Domain     1   216   219    177.5   3.2e-52   1 CL0125   
I."ENST00000544620";11_67159632_67159702-121=71=129         13    247     13    247 PF04139.8   Rad9              Family     1   248   252    295.8   1.9e-88   1 CL0060   
I."ENST00000441682";19_15739341_15739405-134=65=83          52    150     52    150 PF00067.17  p450              Domain     1   101   463     39.0   3.5e-10   1 No_clan  
E."ENST00000545074";X_19364628_19364741-202=114=60          67    368     66    369 PF00676.15  E1_dh             Family     2   299   300    397.7  2.1e-119   1 CL0254   
I."ENST00000393727";7_103029776_103029871-107=96=78         65    147     65    148 PF13792.1   Sulfate_tra_GLY   Domain     1    83    84    103.3     4e-30   1 CL0062   
I."ENST00000393727";7_103029776_103029871-107=96=78        193    471    193    471 PF00916.15  Sulfate_transp    Family     1   280   280    212.8   4.7e-63   1 CL0062   
I."ENST00000393727";7_103029776_103029871-107=96=78        526    711    526    711 PF01740.16  STAS              Domain     1   117   117     80.4   6.2e-23   1 CL0502   
E."ENST00000395647";17_18920597_18920707-151=111=169        50    495     50    495 PF00474.12  SSF               Family     1   406   406    442.1  1.5e-132   1 CL0062   
E."ENST00000372163";6_43634161_43634257-147=97=1811        223    274    112    275 PF04712.7   Radial_spoke      Family   398   453   491     29.0   4.3e-07   1 No_clan  
I."ENST00000340252";11_64824843_64824965-284=123=122       155    225    154    248 PF02225.17  PA                Family     2    74   101     32.0     7e-08   1 No_clan  
I."ENST00000340252";11_64824843_64824965-284=123=122       413    607    412    608 PF04389.12  Peptidase_M28     Family     2   175   179     77.4   1.1e-21   1 CL0035   
I."ENST00000340252";11_64824843_64824965-284=123=122       667    787    666    788 PF04253.10  TFR_dimer         Domain     2   124   125    113.7   3.6e-33   1 No_clan  
E."ENST00000520553";20_30657491_30657554-245=64=121         63    109     63    109 PF00018.23  SH3_1             Domain     1    48    48     61.9   2.6e-17   1 CL0010   
E."ENST00000520553";20_30657491_30657554-245=64=121        123    205    123    205 PF00017.19  SH2               Domain     1    77    77     89.3   9.9e-26   1 CL0541   
E."ENST00000520553";20_30657491_30657554-245=64=121        241    489    241    490 PF07714.12  Pkinase_Tyr       Domain     1   258   259    321.1   3.8e-96   1 CL0016   
E."ENST00000520553";20_30642019_30642084-245=66=121         63    109     63    109 PF00018.23  SH3_1             Domain     1    48    48     61.9   2.6e-17   1 CL0010   
E."ENST00000520553";20_30642019_30642084-245=66=121        123    205    123    205 PF00017.19  SH2               Domain     1    77    77     89.3   9.9e-26   1 CL0541   
E."ENST00000520553";20_30642019_30642084-245=66=121        241    489    241    490 PF07714.12  Pkinase_Tyr       Domain     1   258   259    321.1   3.8e-96   1 CL0016   
I."ENST00000512157";3_129170757_129170841-67=85=79          30     66     29     67 PF00400.27  WD40              Repeat     2    38    39     41.0     1e-10   1 CL0186   
I."ENST00000512157";3_129170757_129170841-67=85=79          76     99     69    107 PF00400.27  WD40              Repeat     8    31    39     14.5     0.023   1 CL0186   
I."ENST00000512157";3_129170757_129170841-67=85=79         194    226    189    227 PF00400.27  WD40              Repeat     6    38    39     18.7    0.0011   1 CL0186   
I."ENST00000551492";14_33525111_33525200-71=90=245         157    217    155    234 PF00989.19  PAS               Domain     4    64   113     38.4   8.2e-10   1 CL0183   
I."ENST00000551492";14_33525111_33525200-71=90=245         348    434    348    435 PF08447.6   PAS_3             Domain     1    90    91     58.7   4.3e-16   1 CL0183   
I."ENST00000533760";11_113117090_113117092-132=3=125         2     72      1     87 PF07679.11  I-set             Domain     3    74    90     31.5   1.2e-07   1 CL0011   
I."ENST00000533760";11_113117090_113117092-132=3=125        99    186     96    186 PF07679.11  I-set             Domain     4    90    90     69.8   1.2e-19   1 CL0011   
I."ENST00000533760";11_113117090_113117092-132=3=125       190    284    190    284 PF07679.11  I-set             Domain     1    90    90     57.5   8.5e-16   1 CL0011   
I."ENST00000533760";11_113117090_113117092-132=3=125       295    374    290    377 PF07679.11  I-set             Domain     9    86    90     43.9   1.5e-11   1 CL0011   
I."ENST00000533760";11_113117090_113117092-132=3=125       383    470    380    470 PF00041.16  fn3               Domain     4    85    85     47.5   1.4e-12   1 CL0159   
I."ENST00000533760";11_113117090_113117092-132=3=125       493    566    482    568 PF00041.16  fn3               Domain     9    83    85     38.7   8.1e-10   1 CL0159   
E."ENST00000527506";11_113117090_113117092-132=3=125         2     72      1     87 PF07679.11  I-set             Domain     3    74    90     31.5   1.2e-07   1 CL0011   
E."ENST00000527506";11_113117090_113117092-132=3=125        99    186     96    186 PF07679.11  I-set             Domain     4    90    90     69.8   1.2e-19   1 CL0011   
E."ENST00000527506";11_113117090_113117092-132=3=125       190    284    190    284 PF07679.11  I-set             Domain     1    90    90     57.5   8.5e-16   1 CL0011   
E."ENST00000527506";11_113117090_113117092-132=3=125       295    374    290    377 PF07679.11  I-set             Domain     9    86    90     43.9   1.5e-11   1 CL0011   
E."ENST00000527506";11_113117090_113117092-132=3=125       383    470    380    470 PF00041.16  fn3               Domain     4    85    85     47.5   1.4e-12   1 CL0159   
E."ENST00000527506";11_113117090_113117092-132=3=125       492    565    482    567 PF00041.16  fn3               Domain     9    83    85     38.5     9e-10   1 CL0159   
I."ENST00000295750";2_220075656_220075830-113=175=105       83    361     82    361 PF00664.18  ABC_membrane      Family     2   275   275     87.7   8.1e-25   1 CL0241   
I."ENST00000295750";2_220075656_220075830-113=175=105      423    572    423    572 PF00005.22  ABC_tran          Domain     1   137   137    120.2   7.2e-35   1 CL0023   
I."ENST00000329319";21_47711248_47711376-254=129=69         19    149      4    149 PF02130.12  UPF0054           Family    19   145   145    114.9   1.7e-33   1 No_clan  
E."ENST00000561689";16_28502803_28502881-97=79=46           29    146     25    146 PF02487.12  CLN3              Family   285   402   402    215.6   9.5e-64   1 CL0015   
I."ENST00000355893";3_158310223_158310370-185=148=84        26    203     26    203 PF10248.4   Mlf1IP            Family     1   176   176    283.8   4.1e-85   1 No_clan  
I."ENST00000398285";17_43906927_43907013-107=87=121         42    104     41    105 PF02793.17  HRM               Family     2    65    66     63.2   1.6e-17   1 No_clan  
I."ENST00000398285";17_43906927_43907013-107=87=121        170    388    168    388 PF00002.19  7tm_2             Family    26   243   243    240.8   1.1e-71   1 CL0192   
E."ENST00000577353";17_43906927_43907013-107=87=121         42    104     41    105 PF02793.17  HRM               Family     2    65    66     63.4   1.4e-17   1 No_clan  
E."ENST00000577353";17_43906927_43907013-107=87=121        118    355    116    356 PF00002.19  7tm_2             Family     3   239   243    256.4   1.7e-76   1 CL0192   
I."ENST00000545377";5_73193787_73193918-183=132=101        653    699    653    702 PF00130.17  C1_1              Domain     1    49    53     30.7   1.8e-07   1 CL0006   
I."ENST00000545377";5_73193787_73193918-183=132=101        853   1041    853   1043 PF00621.15  RhoGEF            Domain     1   178   180    115.7   2.1e-33   1 No_clan  
I."ENST00000416919";1_236700797_236700885-148=89=211        18    116     18    123 PF00337.17  Gal-bind_lectin   Domain     1    98   133     95.8   1.2e-27   1 CL0004   
I."ENST00000416919";1_236700797_236700885-148=89=211       169    297    169    299 PF00337.17  Gal-bind_lectin   Domain     1   131   133    118.4   1.2e-34   1 CL0004   
I."ENST00000533744";14_61503777_61503859-79=83=59            2     44      1     50 PF01490.13  Aa_trans          Family    14    56   409     24.8   6.5e-06   1 CL0062   
I."ENST00000533744";14_61503777_61503859-79=83=59           50    191     43    191 PF01490.13  Aa_trans          Family    97   221   409     52.6   2.5e-14   1 CL0062   
E."ENST00000514972";4_103833165_103833286-107=122=176       10    213      2    229 PF00999.16  Na_H_Exchanger    Family   136   339   380     61.6   4.4e-17   1 CL0064   
I."ENST00000439682";15_22064976_22065046-45=71=71          128    199    106    199 PF12796.2   Ank_2             Family    22    89    89     54.9   8.1e-15   1 CL0465   
I."ENST00000439682";15_22064976_22065046-45=71=71          201    233    201    233 PF00023.25  Ank               Repeat     1    33    33     26.6   3.2e-06   1 CL0465   
I."ENST00000439682";15_22064976_22065046-45=71=71          249    324    246    331 PF12796.2   Ank_2             Family    11    82    89     47.9   1.2e-12   1 CL0465   
I."ENST00000439682";15_22064976_22065046-45=71=71          489    542    489    544 PF14915.1   CCDC144C          Family     1    57   305     41.6   6.9e-11   1 No_clan  
I."ENST00000442691";1_161200907_161201035-106=129=146       10     78      9     78 PF00105.13  zf-C4             Domain     2    70    70     97.6   3.6e-28   1 No_clan  
I."ENST00000442691";1_161200907_161201035-106=129=146      159    304    143    313 PF00104.25  Hormone_recep     Domain    20   165   203     64.2   8.4e-18   1 No_clan  
I."ENST00000486082";1_27657476_27657628-85=153=32           41     74     41     80 PF05608.7   DUF778            Family     1    34   136     52.7     4e-14   1 No_clan  
