index,transcript,protein,probability
3168,ENST00000394000,Q9UKJ1,0.7718
3169,ENST00000536378,P40692,0.7719
3170,ENST00000574085,Q8NER1,0.7719
3171,ENST00000367609,Q86SQ4,0.772
3172,ENST00000396966,P37088,0.772
3173,ENST00000491542,Q96TA2,0.772
3174,ENST00000284483,Q9UKE5,0.7721
3175,ENST00000345148,P33527,0.7721
3176,ENST00000379245,Q9UHY8,0.7721
3177,ENST00000455077,Q9Y6M7,0.7723
3178,ENST00000524353,Q8N0T1,0.7723
3179,ENST00000504761,Q13428,0.7723
3180,ENST00000371239,Q9BX66,0.7723
3181,ENST00000519352,Q9NVT9,0.7723
3182,ENST00000548237,Q9HCS2,0.7723
3183,ENST00000339290,P10242,0.7723
3184,ENST00000528311,P22307,0.7724
3185,ENST00000354106,Q9BX66,0.7724
3186,ENST00000416054,Q96J65,0.7725
3187,ENST00000307312,O75122,0.7726
3188,ENST00000468630,Q7Z4T9,0.7727
3189,ENST00000357730,P28572,0.7727
3190,ENST00000349029,P33527,0.7728
3191,ENST00000348750,O00499,0.7728
3192,ENST00000339290,P10242,0.7728
3193,ENST00000295750,Q9NP58,0.7729
3194,ENST00000393141,P51878,0.7729
3195,ENST00000539005,Q9UPN3,0.7729
3196,ENST00000476845,P05089,0.773
3197,ENST00000371587,Q9UKM7,0.773
3198,ENST00000541687,P16383,0.773
3199,ENST00000498426,Q6UVM3,0.7731
3200,ENST00000511198,P06028,0.7731
3201,ENST00000296932,Q86SQ4,0.7732
3202,ENST00000419037,Q8WVR3,0.7732
3203,ENST00000554672,P54252,0.7733
3204,ENST00000512931,Q6V702,0.7734
3205,ENST00000564008,Q96JJ7,0.7735
3206,ENST00000508698,A7E2U8,0.7735
3207,ENST00000371247,Q9BX66,0.7739
3208,ENST00000493815,Q9NR12,0.774
3209,ENST00000510756,P20810,0.774
3210,ENST00000322918,P15529,0.7741
3211,ENST00000494208,P57103,0.7742
3212,ENST00000391815,Q8TAC2,0.7743
3213,ENST00000463575,P51398,0.7743
3214,ENST00000598820,Q9Y314,0.7743
3215,ENST00000435660,Q6NXT4,0.7743
3216,ENST00000599581,Q5HY98,0.7743
3217,ENST00000584529,P12821,0.7744
3218,ENST00000529131,Q5VTT2,0.7744
3219,ENST00000504952,P27707,0.7745
3220,ENST00000599733,Q3ZCQ8,0.7745
3221,ENST00000298892,Q6IMN6,0.7747
3222,ENST00000472611,Q8TC07,0.7747
3223,ENST00000397566,Q92985,0.7748
3224,ENST00000554975,P34897,0.7749
3225,ENST00000431480,O60343,0.7749
3226,ENST00000394879,O95490,0.7751
3227,ENST00000534044,P10242,0.7752
3228,ENST00000370728,O95490,0.7752
3229,ENST00000471919,Q96AP4,0.7752
3230,ENST00000470316,Q9Y5A7,0.7752
3231,ENST00000356618,Q9NR12,0.7752
3232,ENST00000534044,P10242,0.7754
3233,ENST00000517566,Q8N573,0.7754
3234,ENST00000471600,P47736,0.7754
3235,ENST00000312391,Q9Y4W2,0.7756
3236,ENST00000377797,Q13428,0.7756
3237,ENST00000435087,O00165,0.7757
3238,ENST00000436874,Q9HBM0,0.7757
3239,ENST00000377436,P23280,0.7758
3240,ENST00000490356,Q9P121,0.7759
3241,ENST00000543300,Q9UHP7,0.776
3242,ENST00000397171,Q96GD3,0.776
3243,ENST00000540744,Q8N823,0.7761
3244,ENST00000566585,Q9Z2L9,0.7761
3245,ENST00000472611,Q8TC07,0.7762
3246,ENST00000546701,Q9H9L4,0.7763
3247,ENST00000370721,O95490,0.7764
3248,ENST00000443896,Q9Y2I7,0.7764
3249,ENST00000510697,P25101,0.7764
3250,ENST00000556339,P54252,0.7765
3251,ENST00000484663,P27361,0.7765
3252,ENST00000371856,O95793,0.7765
3253,ENST00000435176,P40692,0.7766
3254,ENST00000435660,Q6NXT4,0.7768
3255,ENST00000401949,Q13322,0.777
3256,ENST00000535724,O95831,0.7771
3257,ENST00000456297,Q9UBC3,0.7772
3258,ENST00000341594,Q8NF91,0.7772
3259,ENST00000519523,Q8TCF1,0.7773
3260,ENST00000372596,Q96GD3,0.7773
3261,ENST00000378209,O76075,0.7775
3262,ENST00000319106,Q8TC07,0.7776
3263,ENST00000325385,Q8IYB7,0.7776
3264,ENST00000371946,Q9BUB5,0.7777
3265,ENST00000417454,Q9HCN6,0.7779
3266,ENST00000462409,Q6XPS3,0.7779
3267,ENST00000549145,Q00872,0.778
3268,ENST00000414097,Q92597,0.778
3269,ENST00000340022,O00522,0.7783
3270,ENST00000531634,P10242,0.7784
3271,ENST00000264106,P23229,0.7784
3272,ENST00000535826,O43581,0.7785
3273,ENST00000311027,Q8WXG6,0.7786
3274,ENST00000357274,P30307,0.7786
3275,ENST00000463750,P43351,0.7788
3276,ENST00000594594,Q9ULX6,0.7789
3277,ENST00000368952,Q8TDZ2,0.779
3278,ENST00000460711,Q8TBG9,0.779
3279,ENST00000508648,Q659C4,0.779
3280,ENST00000466872,Q5VTT2,0.7791
3281,ENST00000367256,Q8NF91,0.7791
3282,ENST00000421319,Q3MIT2,0.7791
3283,ENST00000527372,Q92614,0.7792
3284,ENST00000380560,P0CAP1,0.7792
3285,ENST00000303088,O14593,0.7792
3286,ENST00000527647,Q5VTT2,0.7792
3287,ENST00000278187,O43903,0.7793
3288,ENST00000503627,P02724,0.7796
3289,ENST00000535623,O43852,0.7797
3290,ENST00000267064,Q8TAQ2,0.7798
3291,ENST00000378601,Q92466,0.7799
3292,ENST00000269053,Q8IXA5,0.7799
3293,ENST00000314845,Q9C0C7,0.78
3294,ENST00000326165,Q8TDQ1,0.78
3295,ENST00000353231,Q9BXN2,0.78
3296,ENST00000371355,Q00975,0.7801
3297,ENST00000375221,P23229,0.7803
3298,ENST00000295314,Q9NZQ9,0.7803
3299,ENST00000417588,O96017,0.7803
3300,ENST00000372835,Q9UNP9,0.7803
3301,ENST00000339290,P10242,0.7803
3302,ENST00000526832,Q14160,0.7806
3303,ENST00000573539,Q8NET8,0.7806
3304,ENST00000360273,Q01814,0.7806
3305,ENST00000327325,Q9H2X3,0.7807
3306,ENST00000367171,O94856,0.7807
3307,ENST00000437932,Q96HC4,0.7807
3308,ENST00000378875,Q3KRA9,0.781
3309,ENST00000367218,P23634,0.7812
3310,ENST00000393309,Q8TC07,0.7813
3311,ENST00000355279,P25445,0.7814
3312,ENST00000340930,Q05397,0.7814
3313,ENST00000329397,O75365,0.7814
3314,ENST00000430547,Q9UKX7,0.7815
3315,ENST00000449191,Q969M7,0.7815
3316,ENST00000536810,Q9NQB0,0.7815
3317,ENST00000346315,P38398,0.7816
3318,ENST00000588462,Q9H6U6,0.7817
3319,ENST00000381317,O95671,0.7817
3320,ENST00000539474,Q9NZC7,0.7818
3321,ENST00000392259,Q14790,0.7818
3322,ENST00000398015,P54762,0.7818
3323,ENST00000382034,O60784,0.7819
3324,ENST00000343816,Q01814,0.7819
3325,ENST00000297504,Q9NUT2,0.7819
3326,ENST00000262265,Q9NWS0,0.782
3327,ENST00000434676,O00429,0.782
3328,ENST00000413305,Q9Y2M2,0.7821
3329,ENST00000592237,Q92804,0.7822
3330,ENST00000379672,Q17R89,0.7822
3331,ENST00000378850,A7E2U8,0.7825
3332,ENST00000450529,Q9BZG1,0.7825
3333,ENST00000421551,Q8WVM8,0.7825
3334,ENST00000593484,O14579,0.7825
3335,ENST00000376563,O60828,0.7826
3336,ENST00000428638,Q6ZUM4,0.7826
3337,ENST00000263710,Q7Z460,0.7826
3338,ENST00000445633,Q16877,0.7826
3339,ENST00000462409,Q6XPS3,0.7828
3340,ENST00000438493,Q13772,0.7828
3341,ENST00000416919,O00214,0.783
3342,ENST00000360185,Q14161,0.783
3343,ENST00000455683,Q86VX9,0.7832
3344,ENST00000428042,Q5SY80,0.7832
3345,ENST00000591958,P19235,0.7833
3346,ENST00000274897,Q5VWP3,0.7834
3347,ENST00000370989,Q7RTV2,0.7835
3348,ENST00000286301,P07333,0.7836
3349,ENST00000405198,Q10567,0.7837
3350,ENST00000392003,P12111,0.7837
3351,ENST00000478266,O75521,0.7838
3352,ENST00000449191,Q969M7,0.7839
3353,ENST00000339690,P25101,0.784
3354,ENST00000496863,P51398,0.7841
3355,ENST00000420542,Q92569,0.7841
3356,ENST00000480112,Q96SN8,0.7841
3357,ENST00000349460,P11171,0.7843
3358,ENST00000454759,O95905,0.7843
3359,ENST00000476441,P02768,0.7844
3360,ENST00000585744,Q9H6U6,0.7845
3361,ENST00000527628,O14681,0.7845
3362,ENST00000343495,P50549,0.7846
3363,ENST00000382296,Q86SG3,0.7846
3364,ENST00000347598,Q13936,0.7848
3365,ENST00000409907,Q86XH1,0.7851
3366,ENST00000598979,Q9HB09,0.7852
3367,ENST00000506928,Q9UBT6,0.7854
3368,ENST00000317336,Q9ULJ1,0.7855
3369,ENST00000367486,Q92954,0.7858
3370,ENST00000397517,Q9Y6E0,0.786
3371,ENST00000367485,Q92954,0.786
3372,ENST00000486082,Q9H0R3,0.7863
3373,ENST00000378850,A7E2U8,0.7863
3374,ENST00000338525,Q99871,0.7865
3375,ENST00000469968,O15381,0.7866
3376,ENST00000357043,Q9NS23,0.7866
3377,ENST00000238671,P36957,0.7867
3378,ENST00000357365,Q96C92,0.7868
3379,ENST00000456518,Q96GD3,0.7869
3380,ENST00000439210,Q13438,0.787
3381,ENST00000555576,P09652,0.787
3382,ENST00000245541,Q9NZ52,0.7871
3383,ENST00000442250,P23229,0.7872
3384,ENST00000598034,O60234,0.7872
3385,ENST00000374804,Q9Y4W2,0.7874
3386,ENST00000508526,Q9UBT6,0.7874
3387,ENST00000488470,Q9UKE5,0.7875
3388,ENST00000342628,Q08050,0.7878
3389,ENST00000322875,P15529,0.788
3390,ENST00000312391,Q9Y4W2,0.7881
3391,ENST00000433302,Q9H6R0,0.7882
3392,ENST00000373542,P46020,0.7883
3393,ENST00000335450,Q8NER5,0.7884
3394,ENST00000436462,O60784,0.7884
3395,ENST00000369325,O43318,0.7888
3396,ENST00000595465,Q9ULX6,0.7888
3397,ENST00000563600,Q96RK4,0.7891
3398,ENST00000353024,Q9NNX1,0.7894
3399,ENST00000394998,Q12846,0.7894
3400,ENST00000330010,Q0ZGT2,0.7895
3401,ENST00000535011,O43852,0.7895
3402,ENST00000358371,Q56UN5,0.7896
3403,ENST00000487838,P58340,0.7896
3404,ENST00000354127,Q96P56,0.7896
3405,ENST00000357886,Q96SZ6,0.7896
3406,ENST00000498733,Q9UJU6,0.7896
3407,ENST00000538023,Q5XXA6,0.7898
3408,ENST00000440906,Q8NG08,0.7898
3409,ENST00000518004,A6NEC2,0.7899
3410,ENST00000311027,Q8WXG6,0.79
3411,ENST00000556698,P23381,0.7901
3412,ENST00000321596,Q96P56,0.7901
3413,ENST00000339686,Q6E0U4,0.7901
3414,ENST00000531634,P10242,0.7902
3415,ENST00000509692,Q13309,0.7902
3416,ENST00000341694,O75935,0.7905
3417,ENST00000523539,Q05397,0.7905
3418,ENST00000494410,P25445,0.7906
3419,ENST00000343300,O43699,0.7909
3420,ENST00000339290,P10242,0.7909
3421,ENST00000360315,Q86YP4,0.791
3422,ENST00000531634,P10242,0.791
3423,ENST00000344138,O75791,0.7911
3424,ENST00000361705,Q96GD3,0.7911
3425,ENST00000557030,P54252,0.7912
3426,ENST00000437932,Q96HC4,0.7912
3427,ENST00000319106,Q8TC07,0.7913
3428,ENST00000495452,P58340,0.7913
3429,ENST00000437022,O76054,0.7914
3430,ENST00000455077,Q9Y6M7,0.7919
3431,ENST00000376279,P05165,0.792
3432,ENST00000472611,Q8TC07,0.792
3433,ENST00000469092,Q8TDQ1,0.7921
3434,ENST00000551156,P23743,0.7921
3435,ENST00000487393,P16410,0.7921
3436,ENST00000342702,Q8TBZ3,0.7921
3437,ENST00000544041,Q9Y6R4,0.7924
3438,ENST00000574161,P0CAP1,0.7925
3439,ENST00000479176,P51114,0.7926
3440,ENST00000377908,Q9NSV4,0.7926
3441,ENST00000299252,Q00987,0.7932
3442,ENST00000396028,Q86YS7,0.7932
3443,ENST00000544620,Q99638,0.7934
3444,ENST00000357272,O75369,0.7935
3445,ENST00000397954,Q05086,0.7938
3446,ENST00000367042,P15529,0.794
3447,ENST00000389863,P78563,0.7941
3448,ENST00000376137,Q8IZP0,0.7942
3449,ENST00000573432,O60256,0.7942
3450,ENST00000441005,Q9UHY8,0.7945
3451,ENST00000532493,P49895,0.7945
3452,ENST00000373740,Q9H410,0.7946
3453,ENST00000282486,Q9NR56,0.7946
3454,ENST00000402363,P49321,0.7947
3455,ENST00000527647,Q5VTT2,0.7947
3456,ENST00000335450,Q8K348,0.7947
3457,ENST00000312391,Q9Y4W2,0.7947
3458,ENST00000498502,Q9NR56,0.7948
3459,ENST00000357586,Q10567,0.7949
3460,ENST00000428267,P28290,0.7949
3461,ENST00000355279,P25445,0.795
3462,ENST00000376138,Q8IZP0,0.7953
3463,ENST00000442060,P51659,0.7955
3464,ENST00000409680,Q8NER5,0.7957
3465,ENST00000463717,P0CAP1,0.7957
3466,ENST00000489332,Q14202,0.7958
3467,ENST00000395580,Q8NEY8,0.7958
3468,ENST00000411772,Q12888,0.7959
3469,ENST00000350537,Q8TEW0,0.7959
3470,ENST00000433343,A6NM15,0.7961
3471,ENST00000449343,P14598,0.7961
3472,ENST00000571319,O75674,0.7962
3473,ENST00000495452,P58340,0.7962
3474,ENST00000563600,Q96RK4,0.7963
3475,ENST00000242786,P48960,0.7965
3476,ENST00000424558,Q9NYB9,0.7966
3477,ENST00000554040,P54252,0.7969
3478,ENST00000399050,O60716,0.797
3479,ENST00000283296,Q8IZF2,0.7971
3480,ENST00000445924,O15143,0.7975
3481,ENST00000419602,Q6E0U4,0.7976
3482,ENST00000579248,P18621,0.7977
3483,ENST00000491767,P58340,0.7977
3484,ENST00000523409,Q14CS0,0.7978
3485,ENST00000347968,Q9UIS9,0.7979
3486,ENST00000355058,P49757,0.798
3487,ENST00000379776,Q9NZ43,0.7981
3488,ENST00000351154,P33527,0.7982
3489,ENST00000496959,Q00987,0.7982
3490,ENST00000349824,Q13422,0.7982
3491,ENST00000537223,Q9H3H1,0.7982
3492,ENST00000359309,Q96SN8,0.7983
3493,ENST00000336378,Q9Y4E1,0.7983
3494,ENST00000350537,Q8TEW0,0.7984
3495,ENST00000382578,O96017,0.7984
3496,ENST00000519735,O14920,0.7986
3497,ENST00000482714,Q9BSQ5,0.7987
3498,ENST00000367041,P15529,0.7988
3499,ENST00000575052,Q9HA64,0.7991
3500,ENST00000537440,Q9H3H1,0.7991
3501,ENST00000504761,Q13428,0.7992
3502,ENST00000483358,Q9Y5A7,0.7992
3503,ENST00000515320,P51659,0.7992
3504,ENST00000394378,Q9UMZ2,0.7993
3505,ENST00000417224,Q9NR46,0.7993
3506,ENST00000406785,P32418,0.7993
3507,ENST00000381269,P57103,0.7994
3508,ENST00000377392,A6NM15,0.7994
3509,ENST00000540806,Q5JVG8,0.7995
3510,ENST00000520732,Q14CS0,0.7997
3511,ENST00000416152,Q07912,0.8001
3512,ENST00000372298,Q9BQI0,0.8002
3513,ENST00000373734,Q9H410,0.8007
3514,ENST00000487838,P58340,0.8008
3515,ENST00000347598,Q13936,0.8011
3516,ENST00000521639,P36402,0.8011
3517,ENST00000436344,Q9C075,0.8013
3518,ENST00000372597,Q96GD3,0.8013
3519,ENST00000318218,Q96F07,0.8014
3520,ENST00000486230,Q9H5V9,0.8015
3521,ENST00000355397,Q9HAU0,0.8015
3522,ENST00000496863,P51398,0.8016
3523,ENST00000416073,O95831,0.8017
3524,ENST00000333082,Q92530,0.8017
3525,ENST00000557265,Q9UNH7,0.8018
3526,ENST00000388777,Q9Y6M7,0.8019
3527,ENST00000491049,A6NNP5,0.8019
3528,ENST00000596765,Q14653,0.8019
3529,ENST00000374789,Q8TEW0,0.802
3530,ENST00000540348,Q9NZ09,0.8021
3531,ENST00000426369,Q9NXE4,0.8022
3532,ENST00000568331,O00161,0.8022
3533,ENST00000339998,Q9UIS9,0.8024
3534,ENST00000299130,Q9P287,0.8024
3535,ENST00000341547,Q8WWI1,0.8024
3536,ENST00000522297,P06746,0.8027
3537,ENST00000345148,P33527,0.8028
3538,ENST00000357895,Q96PU5,0.8029
3539,ENST00000461568,P43351,0.8029
3540,ENST00000563048,Q14694,0.8029
3541,ENST00000413881,P48551,0.8031
3542,ENST00000367117,Q8WWW0,0.8032
3543,ENST00000395117,Q9NS23,0.8032
3544,ENST00000510815,Q9UBT6,0.8034
3545,ENST00000295736,Q9Y6M7,0.8035
3546,ENST00000377809,Q7KZI7,0.8036
3547,ENST00000467757,Q9UKT9,0.8037
3548,ENST00000545233,Q9H3H1,0.8038
3549,ENST00000346714,P55075,0.8038
3550,ENST00000485640,Q03013,0.804
3551,ENST00000361796,O60716,0.8042
3552,ENST00000506800,A6NNP5,0.8042
3553,ENST00000425511,O60343,0.8043
3554,ENST00000367297,Q8NEY1,0.8044
3555,ENST00000374327,Q9UKS7,0.8047
3556,ENST00000542384,O95644,0.8047
3557,ENST00000358537,O75369,0.8048
3558,ENST00000556288,P54252,0.805
3559,ENST00000530890,P24001,0.8056
3560,ENST00000483855,Q6E0U4,0.8056
3561,ENST00000424558,Q9NYB9,0.8057
3562,ENST00000586027,O14908,0.8058
3563,ENST00000336585,O14639,0.8059
3564,ENST00000433436,P09496,0.806
3565,ENST00000355312,Q14161,0.806
3566,ENST00000335742,Q8WX93,0.806
3567,ENST00000382892,O96028,0.8062
3568,ENST00000525514,P10242,0.8063
3569,ENST00000433728,O96017,0.8065
3570,ENST00000263710,Q7Z460,0.8067
3571,ENST00000239026,Q9NRZ9,0.8067
3572,ENST00000339998,Q9UIS9,0.8068
3573,ENST00000544991,P49757,0.807
3574,ENST00000377759,Q9Y5X3,0.807
3575,ENST00000391703,Q13398,0.8073
3576,ENST00000374789,Q8TEW0,0.8077
3577,ENST00000430082,O95905,0.8083
3578,ENST00000380154,O00124,0.8085
3579,ENST00000556315,P54252,0.8085
3580,ENST00000556958,P54252,0.8089
3581,ENST00000361493,O43521,0.809
3582,ENST00000531634,P10242,0.8097
3583,ENST00000429579,P15336,0.8097
3584,ENST00000533022,Q9BXN2,0.8098
3585,ENST00000447894,P55196,0.8102
3586,ENST00000356483,Q07812,0.8109
3587,ENST00000554214,P54252,0.8109
3588,ENST00000367218,P23634,0.8109
3589,ENST00000445667,Q9NZ43,0.8109
3590,ENST00000382895,O96028,0.8113
3591,ENST00000561689,Q13286,0.8115
3592,ENST00000371092,Q13352,0.8118
3593,ENST00000377389,A6NM15,0.8123
3594,ENST00000245541,Q9NZ52,0.8127
3595,ENST00000282486,Q9NR56,0.8128
3596,ENST00000357472,Q9NR56,0.8134
3597,ENST00000308855,Q9BSJ6,0.8137
3598,ENST00000433728,O96017,0.8139
3599,ENST00000460898,Q99871,0.8139
3600,ENST00000361006,Q14161,0.814
3601,ENST00000466143,Q14155,0.8144
3602,ENST00000465100,Q9BXN2,0.8147
3603,ENST00000314367,A6NM15,0.8148
3604,ENST00000447721,P56192,0.8149
3605,ENST00000407983,P24666,0.8151
3606,ENST00000004980,Q9P0U3,0.8151
3607,ENST00000340954,O95793,0.8151
3608,ENST00000200181,P16144,0.8152
3609,ENST00000545650,Q9HAR2,0.8153
3610,ENST00000488877,P25445,0.8156
3611,ENST00000200181,P16144,0.8158
3612,ENST00000534780,P06401,0.816
3613,ENST00000545693,Q8TEW0,0.8162
3614,ENST00000263753,Q5FBB7,0.8167
3615,ENST00000374327,Q9UKS7,0.817
3616,ENST00000263710,Q7Z460,0.817
3617,ENST00000514996,Q9HAR2,0.8171
3618,ENST00000568923,P51168,0.8172
3619,ENST00000485459,P53611,0.8172
3620,ENST00000456520,A6NM15,0.8174
3621,ENST00000343878,Q7Z589,0.8175
3622,ENST00000413835,Q7KZI7,0.8181
3623,ENST00000543691,P55327,0.8181
3624,ENST00000421451,Q5FBB7,0.8183
3625,ENST00000354397,Q9NNX6,0.8186
3626,ENST00000228307,P49023,0.8186
3627,ENST00000488403,Q9Y2X3,0.8192
3628,ENST00000523539,Q05397,0.8198
3629,ENST00000336585,O14639,0.82
3630,ENST00000394611,Q9NQC3,0.8202
3631,ENST00000519584,P13929,0.8203
3632,ENST00000488877,P25445,0.8204
3633,ENST00000456520,A6NM15,0.8204
3634,ENST00000437029,O43521,0.8207
3635,ENST00000529761,Q9BXN2,0.8207
3636,ENST00000275635,Q9GZY6,0.8209
3637,ENST00000358537,O75369,0.8211
3638,ENST00000355394,Q8IZP0,0.8212
3639,ENST00000376142,Q8IZP0,0.8214
3640,ENST00000529761,Q9BXN2,0.8216
3641,ENST00000417588,O96017,0.8217
3642,ENST00000442647,P10242,0.8219
3643,ENST00000217121,O43399,0.822
3644,ENST00000396887,P24001,0.8227
3645,ENST00000392807,Q9H1K1,0.8229
3646,ENST00000544172,Q14289,0.8233
3647,ENST00000357272,O75369,0.8236
3648,ENST00000440623,P28290,0.8236
3649,ENST00000525887,Q14134,0.8237
3650,ENST00000514996,Q9HAR2,0.8239
3651,ENST00000356483,Q07812,0.8241
3652,ENST00000399357,P50549,0.8244
3653,ENST00000307954,Q8TF40,0.8247
3654,ENST00000523991,Q00987,0.8248
3655,ENST00000392460,Q9H3D4,0.8248
3656,ENST00000393136,P29466,0.825
3657,ENST00000556582,P36957,0.825
3658,ENST00000369764,Q9H668,0.8251
3659,ENST00000377944,Q9UKT9,0.8256
3660,ENST00000521978,Q86UR5,0.8256
3661,ENST00000416503,Q8IUF1,0.826
3662,ENST00000393410,Q00987,0.8262
3663,ENST00000511413,P42684,0.8262
3664,ENST00000437442,Q15811,0.8264
3665,ENST00000531634,P10242,0.8274
3666,ENST00000536810,Q9NQB0,0.8278
3667,ENST00000429375,P14859,0.8278
3668,ENST00000523409,Q14CS0,0.8282
3669,ENST00000558872,O15266,0.8282
3670,ENST00000378516,Q8WZ73,0.8284
3671,ENST00000543523,Q12929,0.8292
3672,ENST00000466143,Q14155,0.8292
3673,ENST00000492756,P25445,0.8294
3674,ENST00000514001,Q13576,0.8296
3675,ENST00000372023,Q9ULU4,0.8303
3676,ENST00000382399,A6NM15,0.8303
3677,ENST00000336378,Q9Y4E1,0.8308
3678,ENST00000419233,Q5FBB7,0.8314
3679,ENST00000444704,Q9UNL4,0.8318
3680,ENST00000451987,Q9HBM1,0.8322
3681,ENST00000293068,Q9UKT9,0.8323
3682,ENST00000541176,Q99829,0.8325
3683,ENST00000394300,P07332,0.8325
3684,ENST00000374773,Q8TEW0,0.8326
3685,ENST00000473406,P53611,0.8327
3686,ENST00000442250,P23229,0.8333
3687,ENST00000522420,Q96DN5,0.8334
3688,ENST00000343765,Q9H9C1,0.8335
3689,ENST00000376160,Q8IZP0,0.8339
3690,ENST00000579345,P31751,0.8339
3691,ENST00000399326,Q15811,0.834
3692,ENST00000403642,O96017,0.8342
3693,ENST00000522420,Q96DN5,0.8345
3694,ENST00000263710,Q7Z460,0.8345
3695,ENST00000536554,O75674,0.8362
3696,ENST00000430553,P00338,0.8365
3697,ENST00000354190,Q9UF11,0.8371
3698,ENST00000352853,Q13950,0.8371
3699,ENST00000372857,Q13310,0.8375
3700,ENST00000450530,Q5VTD9,0.8376
3701,ENST00000441578,P18621,0.8381
3702,ENST00000347757,O60225,0.8383
3703,ENST00000348295,O96017,0.8387
3704,ENST00000314367,A6NM15,0.839
3705,ENST00000356505,P30307,0.8404
3706,ENST00000294241,Q9NPI6,0.8409
3707,ENST00000307526,Q8IZV2,0.8417
3708,ENST00000466759,Q9H0R3,0.8418
3709,ENST00000451863,Q13613,0.8422
3710,ENST00000520553,P08631,0.8429
3711,ENST00000525887,Q14134,0.8431
3712,ENST00000562526,P00738,0.8437
3713,ENST00000562526,P00738,0.8439
3714,ENST00000478274,P22307,0.8444
3715,ENST00000430270,O43709,0.8444
3716,ENST00000452019,P14859,0.8446
3717,ENST00000360822,Q96SN8,0.8447
3718,ENST00000531634,P10242,0.8449
3719,ENST00000471563,P0CAP1,0.845
3720,ENST00000474880,O15143,0.8464
3721,ENST00000491489,O95249,0.847
3722,ENST00000358965,Q14980,0.8487
3723,ENST00000377958,Q9UKT9,0.8488
3724,ENST00000307236,O75461,0.8488
3725,ENST00000556220,P54252,0.8491
3726,ENST00000360682,O60716,0.8492
3727,ENST00000399050,O60716,0.8509
3728,ENST00000598974,P29466,0.8509
3729,ENST00000350057,Q00987,0.8533
3730,ENST00000350532,Q9UKT9,0.8533
3731,ENST00000293068,Q9UKT9,0.8536
3732,ENST00000395074,O60711,0.8542
3733,ENST00000340930,Q05397,0.8548
3734,ENST00000370226,O43526,0.8552
3735,ENST00000540352,Q00987,0.8566
3736,ENST00000444422,P07332,0.857
3737,ENST00000392400,Q07912,0.857
3738,ENST00000217121,O43399,0.8577
3739,ENST00000377958,Q9UKT9,0.8578
3740,ENST00000425061,Q5FBB7,0.8581
3741,ENST00000366508,Q8WYP5,0.8584
3742,ENST00000382290,Q13117,0.8586
3743,ENST00000382290,Q13117,0.8586
3744,ENST00000350057,Q00987,0.8597
3745,ENST00000331340,Q13422,0.8598
3746,ENST00000466246,P58340,0.8607
3747,ENST00000356290,Q00987,0.8617
3748,ENST00000377945,Q9UKT9,0.8627
3749,ENST00000485509,Q9NR56,0.8646
3750,ENST00000552189,Q9P0U3,0.8666
3751,ENST00000372122,Q5VTD9,0.868
3752,ENST00000353930,Q9H4L5,0.8709
3753,ENST00000520553,P08631,0.8724
3754,ENST00000402363,P49321,0.8736
3755,ENST00000532741,P29692,0.8744
3756,ENST00000570136,O15530,0.8746
3757,ENST00000562398,Q9NVX0,0.8762
3758,ENST00000287380,Q96DN5,0.8783
3759,ENST00000349937,Q9NQB0,0.8799
3760,ENST00000525632,Q13425,0.8811
3761,ENST00000352860,Q9H4L5,0.8816
3762,ENST00000442759,Q8ND83,0.882
3763,ENST00000543115,P29350,0.8915
